zip,cityname,lat,lon,weather,temp_f,temp_c,rh,windspeed,visiblity,Observation Time
35077,"Hanceville, AL",34.06000137,-86.76999664,Clear,32.7,0.4,93%,0,10,"March 22, 1:26 AM CDT"
35077,"Hanceville, AL",34.06000137,-86.76999664,Clear,35.1,1.7,98%,0,10,"March 22, 11:57 PM CDT"
35077,"Hanceville, AL",34.06000137,-86.76999664,Overcast,70.3,21.3,64%,1,10,"March 24, 5:27 PM CDT"
35078,"Harpersville, AL",33.34000015,-86.44000244,Mostly Cloudy,50.5,10.3,64%,5.6,10,"March 21, 1:02 PM CDT"
35078,"Harpersville, AL",33.34000015,-86.44000244,Clear,40.5,4.7,82%,0,10,"March 22, 1:26 AM CDT"
35078,"Harpersville, AL",33.34000015,-86.44000244,Clear,39.2,4,81%,0,10,"March 22, 11:57 PM CDT"
35078,"Harpersville, AL",33.34000015,-86.44000244,Overcast,73.8,23.2,67%,0.7,10,"March 24, 5:27 PM CDT"
35079,"Hayden, AL",33.88999939,-86.76000214,Mostly Cloudy,55.9,13.3,48%,0,10,"March 21, 1:01 PM CDT"
35079,"Hayden, AL",33.88999939,-86.76000214,Clear,35,1.7,88%,0,10,"March 22, 1:27 AM CDT"
35079,"Hayden, AL",33.88999939,-86.76000214,Clear,36.9,2.7,93%,0,10,"March 22, 11:57 PM CDT"
35079,"Hayden, AL",33.88999939,-86.76000214,Overcast,72.1,22.3,63%,0,10,"March 24, 5:27 PM CDT"
35080,"Helena, AL",33.29999924,-86.83999634,Partly Cloudy,54.9,12.7,55%,2,10,"March 21, 1:01 PM CDT"
35080,"Helena, AL",33.29999924,-86.83999634,Clear,38.7,3.7,83%,0,10,"March 22, 1:26 AM CDT"
35080,"Helena, AL",33.29999924,-86.83999634,Clear,39.9,4.4,86%,0,10,"March 22, 11:57 PM CDT"
35080,"Helena, AL",33.29999924,-86.83999634,Overcast,73.8,23.2,63%,2,10,"March 24, 5:27 PM CDT"
35082,"Hollins, AL",33.15999985,-86.16000366,Mostly Cloudy,51.6,10.9,49%,1.3,10,"March 21, 1:04 PM CDT"
35082,"Hollins, AL",33.15999985,-86.16000366,Clear,41.5,5.3,68%,0,10,"March 22, 1:27 AM CDT"
35082,"Hollins, AL",33.15999985,-86.16000366,Clear,38.1,3.4,92%,0,10,"March 22, 11:58 PM CDT"
35082,"Hollins, AL",33.15999985,-86.16000366,Overcast,74.1,23.4,55%,3.4,10,"March 24, 5:28 PM CDT"
35083,"Holly Pond, AL",34.16999817,-86.62000275,Partly Cloudy,50.3,10.2,48%,9,10,"March 21, 1:04 PM CDT"
35083,"Holly Pond, AL",34.16999817,-86.62000275,Clear,29.2,-1.6,91%,0,10,"March 22, 1:27 AM CDT"
35083,"Holly Pond, AL",34.16999817,-86.62000275,Clear,34.2,1.2,88%,0,10,"March 22, 11:58 PM CDT"
35083,"Holly Pond, AL",34.16999817,-86.62000275,Overcast,70,21.1,55%,5,10,"March 24, 5:28 PM CDT"
35085,"Jemison, AL",32.95999908,-86.75,Mostly Cloudy,52.4,11.3,51%,13,10,"March 21, 1:17 PM CDT"
35085,"Jemison, AL",32.95999908,-86.75,Clear,39.5,4.2,76%,3,10,"March 22, 1:19 AM CDT"
35085,"Jemison, AL",32.95999908,-86.75,Clear,46.3,7.9,70%,0,10,"March 22, 11:52 PM CDT"
35085,"Jemison, AL",32.95999908,-86.75,Mostly Cloudy,72.8,22.7,60%,5,10,"March 24, 5:27 PM CDT"
35087,"Joppa, AL",34.29999924,-86.55999756,Partly Cloudy,70.3,21.3,99%,8.1,10,"March 21, 1:17 PM CDT"
35087,"Joppa, AL",34.29999924,-86.55999756,Clear,41,5,99%,0,10,"March 22, 1:28 AM CDT"
35087,"Joppa, AL",34.29999924,-86.55999756,Clear,41.7,5.4,99%,0,10,"March 22, 11:58 PM CDT"
35087,"Joppa, AL",34.29999924,-86.55999756,Overcast,68,20,63%,4.2,10,"March 24, 5:28 PM CDT"
35089,"Kellyton, AL",32.97999954,-86.02999878,Partly Cloudy,52,11,53%,21,10,"March 21, 12:55 PM CDT"
35089,"Kellyton, AL",32.97999954,-86.02999878,Clear,40,5,78%,6,10,"March 22, 1:15 AM CDT"
35089,"Kellyton, AL",32.97999954,-86.02999878,Clear,39,4,91%,0,10,"March 22, 11:35 PM CDT"
35089,"Kellyton, AL",32.97999954,-86.02999878,Overcast,74,23,59%,12,10,"March 24, 5:15 PM CDT"
35091,"Kimberly, AL",33.77000046,-86.80999756,Partly Cloudy,54.1,12.3,51%,7.5,10,"March 21, 5:36 PM CDT"
35091,"Kimberly, AL",33.77000046,-86.80999756,Clear,36.9,2.7,88%,0,10,"March 22, 1:27 AM CDT"
35091,"Kimberly, AL",33.77000046,-86.80999756,Clear,37.8,3.2,91%,0,10,"March 22, 11:58 PM CDT"
35091,"Kimberly, AL",33.77000046,-86.80999756,Overcast,73,22.8,62%,2,10,"March 24, 5:29 PM CDT"
35094,"Leeds, AL",33.54999924,-86.54000092,Partly Cloudy,52.2,11.2,49%,6.7,10,"March 21, 5:42 PM CDT"
35094,"Leeds, AL",33.54999924,-86.54000092,Clear,36.3,2.4,89%,0,10,"March 22, 1:28 AM CDT"
35094,"Leeds, AL",33.54999924,-86.54000092,Clear,36.9,2.7,94%,0,10,"March 22, 11:59 PM CDT"
35094,"Leeds, AL",33.54999924,-86.54000092,Overcast,71.8,22.1,67%,5.4,10,"March 24, 5:29 PM CDT"
35096,"Lincoln, AL",33.61000061,-86.12000275,Partly Cloudy,52.4,11.3,44%,2,10,"March 21, 5:45 PM CDT"
35096,"Lincoln, AL",33.61000061,-86.12000275,Clear,39.4,4.1,76%,0,10,"March 22, 1:16 AM CDT"
35096,"Lincoln, AL",33.61000061,-86.12000275,Clear,41.6,5.3,78%,0,10,"March 22, 11:48 PM CDT"
35096,"Lincoln, AL",33.61000061,-86.12000275,Overcast,72.6,22.6,60%,2,10,"March 24, 5:23 PM CDT"
35097,"Locust Fork, AL",33.90999985,-86.62000275,Partly Cloudy,52.2,11.2,58%,8.5,10,"March 21, 5:43 PM CDT"
35097,"Locust Fork, AL",33.90999985,-86.62000275,Clear,33.3,0.7,99%,0,10,"March 22, 1:28 AM CDT"
35097,"Locust Fork, AL",33.90999985,-86.62000275,Clear,35.6,2,99%,0,10,"March 22, 11:59 PM CDT"
35097,"Locust Fork, AL",33.90999985,-86.62000275,Overcast,71.8,22.1,77%,0,10,"March 24, 5:29 PM CDT"
35098,"Logan, AL",34.13999939,-87.01000214,Clear,53.2,11.8,39%,12.3,10,"March 21, 5:43 PM CDT"
35098,"Logan, AL",34.13999939,-87.01000214,Clear,38.5,3.6,81%,0,10,"March 22, 1:28 AM CDT"
35098,"Logan, AL",34.13999939,-87.01000214,Clear,42.1,5.6,77%,0,10,"March 22, 11:59 PM CDT"
35098,"Logan, AL",34.13999939,-87.01000214,Rain,71.8,22.1,60%,5.6,10,"March 24, 5:30 PM CDT"
35111,"McCalla, AL",33.34999847,-87.01000214,Partly Cloudy,50,10,56%,0,10,"March 21, 6:48 PM CDT"
35111,"McCalla, AL",33.34999847,-87.01000214,Clear,36.8,2.7,84%,0,10,"March 22, 1:29 AM CDT"
35111,"McCalla, AL",33.34999847,-87.01000214,Clear,40.2,4.6,82%,0,10,"March 23, 12:00 AM CDT"
35111,"McCalla, AL",33.34999847,-87.01000214,Overcast,73.4,23,65%,2,10,"March 24, 5:30 PM CDT"
35112,"Margaret, AL",33.68999863,-86.47000122,Clear,50.5,10.3,54%,7.4,10,"March 21, 6:48 PM CDT"
35112,"Margaret, AL",33.68999863,-86.47000122,Clear,43.2,6.2,67%,1.8,10,"March 22, 1:29 AM CDT"
35112,"Margaret, AL",33.68999863,-86.47000122,Clear,45.3,7.4,65%,1.8,10,"March 23, 12:00 AM CDT"
35112,"Margaret, AL",33.68999863,-86.47000122,Overcast,70.2,21.2,66%,7.4,10,"March 24, 5:30 PM CDT"
35114,"Maylene, AL",33.20000076,-86.86000061,Partly Cloudy,50.7,10.4,46%,1.6,10,"March 21, 6:49 PM CDT"
35114,"Maylene, AL",33.20000076,-86.86000061,Clear,39.2,4,82%,0,10,"March 22, 1:29 AM CDT"
35114,"Maylene, AL",33.20000076,-86.86000061,Clear,46.4,8,57%,0,10,"March 22, 11:57 PM CDT"
35114,"Maylene, AL",33.20000076,-86.86000061,Overcast,73.6,23.1,61%,2.2,10,"March 24, 5:30 PM CDT"
35115,"Montevallo, AL",33.09999847,-86.86000061,Clear,51.7,10.9,52%,7,10,"March 21, 6:49 PM CDT"
35115,"Montevallo, AL",33.09999847,-86.86000061,Clear,40.6,4.8,74%,1,10,"March 22, 1:24 AM CDT"
35115,"Montevallo, AL",33.09999847,-86.86000061,Clear,40.1,4.5,87%,0,10,"March 22, 11:55 PM CDT"
35115,"Montevallo, AL",33.09999847,-86.86000061,Overcast,74.3,23.5,61%,3,10,"March 24, 5:29 PM CDT"
35116,"Morris, AL",33.75,-86.80999756,Clear,48.9,9.4,51%,0,10,"March 21, 7:05 PM CDT"
35116,"Morris, AL",33.75,-86.80999756,Clear,35.8,2.1,82%,0,10,"March 22, 1:29 AM CDT"
35116,"Morris, AL",33.75,-86.80999756,Clear,37.6,3.1,97%,0,10,"March 23, 12:00 AM CDT"
35116,"Morris, AL",33.75,-86.80999756,Overcast,70.2,21.2,62%,4.5,10,"March 24, 8:02 PM CDT"
35117,"Mount Olive, AL",33.66999817,-86.84999847,Clear,48.7,9.3,61%,1.8,10,"March 21, 7:06 PM CDT"
35117,"Mount Olive, AL",33.66999817,-86.84999847,Clear,39.6,4.2,78%,0.7,10,"March 22, 1:30 AM CDT"
35117,"Mount Olive, AL",33.66999817,-86.84999847,Clear,45,7.2,68%,0,10,"March 23, 12:01 AM CDT"
35117,"Mount Olive, AL",33.66999817,-86.84999847,Overcast,72,22.2,68%,4.9,10,"March 24, 5:36 PM CDT"
35118,"Mulga, AL",33.54999924,-86.97000122,Clear,50.9,10.5,53%,1.3,10,"March 21, 7:05 PM CDT"
35118,"Mulga, AL",33.54999924,-86.97000122,Clear,40.8,4.9,78%,0,10,"March 22, 1:25 AM CDT"
35118,"Mulga, AL",33.54999924,-86.97000122,Clear,43,6.1,76%,0,10,"March 23, 12:01 AM CDT"
35118,"Mulga, AL",33.54999924,-86.97000122,Overcast,73.6,23.1,62%,0,10,"March 24, 5:36 PM CDT"
35119,"New Castle, AL",33.65000153,-86.76999664,Clear,48.9,9.4,52%,0,10,"March 21, 6:45 PM CDT"
35119,"New Castle, AL",33.65000153,-86.76999664,Clear,37,2.8,82%,0,10,"March 22, 1:30 AM CDT"
35119,"New Castle, AL",33.65000153,-86.76999664,Clear,38.4,3.6,84%,0,10,"March 22, 11:49 PM CDT"
35119,"New Castle, AL",33.65000153,-86.76999664,Overcast,72.1,22.3,63%,2,10,"March 24, 5:26 PM CDT"
35120,"Odenville, AL",33.68000031,-86.40000153,Clear,48.9,9.4,55%,0,10,"March 21, 6:58 PM CDT"
35120,"Odenville, AL",33.68000031,-86.40000153,Clear,40.6,4.8,73%,0,10,"March 22, 1:29 AM CDT"
35120,"Odenville, AL",33.68000031,-86.40000153,Clear,38.3,3.5,68%,0,10,"March 23, 12:01 AM CDT"
35120,"Odenville, AL",33.68000031,-86.40000153,Overcast,71.9,22.2,66%,0,10,"March 24, 5:36 PM CDT"
35121,"Oneonta, AL",33.95000076,-86.47000122,Clear,48.3,9.1,50%,7,10,"March 21, 7:02 PM CDT"
35121,"Oneonta, AL",33.95000076,-86.47000122,Clear,40.9,4.9,70%,6,10,"March 22, 1:18 AM CDT"
35121,"Oneonta, AL",33.95000076,-86.47000122,Clear,41.3,5.2,76%,0,10,"March 22, 11:50 PM CDT"
35121,"Oneonta, AL",33.95000076,-86.47000122,Overcast,71.5,21.9,63%,3,10,"March 24, 5:24 PM CDT"
36075,"Shorter, AL",32.38999939,-85.91999817,Mostly Cloudy,55.9,13.3,57%,16,10,"March 21, 12:49 PM CDT"
36075,"Shorter, AL",32.38999939,-85.91999817,Clear,42.4,5.8,78%,2,10,"March 22, 1:29 AM CDT"
36075,"Shorter, AL",32.38999939,-85.91999817,Clear,41.1,5.1,89%,0,10,"March 22, 11:48 PM CDT"
36075,"Shorter, AL",32.38999939,-85.91999817,Partly Cloudy,77,25,54%,9,10,"March 24, 5:31 PM CDT"
36078,"Tallassee, AL",32.54000092,-85.88999939,Mostly Cloudy,53.7,12.1,54%,0,10,"March 21, 12:52 PM CDT"
36078,"Tallassee, AL",32.54000092,-85.88999939,Clear,39.6,4.2,80%,0,10,"March 22, 1:24 AM CDT"
36078,"Tallassee, AL",32.54000092,-85.88999939,Clear,41.2,5.1,87%,0,7,"March 22, 11:48 PM CDT"
36078,"Tallassee, AL",32.54000092,-85.88999939,Partly Cloudy,76.5,24.7,52%,0,10,"March 24, 5:30 PM CDT"
36079,"Troy, AL",31.76000023,-86.01000214,Partly Cloudy,63,17.2,42%,6.8,10,"March 21, 12:59 PM CDT"
36079,"Troy, AL",31.76000023,-86.01000214,Clear,45.3,7.4,68%,1.1,10,"March 22, 1:31 AM CDT"
36079,"Troy, AL",31.76000023,-86.01000214,Clear,39.9,4.4,89%,0,10,"March 23, 12:02 AM CDT"
36079,"Troy, AL",31.76000023,-86.01000214,Clear,76.1,24.5,54%,9.9,10,"March 24, 5:37 PM CDT"
36080,"Titus, AL",32.70999908,-86.31999969,Mostly Cloudy,56.5,13.6,38%,6.3,10,"March 21, 12:58 PM CDT"
36080,"Titus, AL",32.70999908,-86.31999969,Clear,36.5,2.5,77%,0,10,"March 22, 1:31 AM CDT"
36080,"Titus, AL",32.70999908,-86.31999969,Clear,39.2,4,72%,0,10,"March 23, 12:02 AM CDT"
36080,"Titus, AL",32.70999908,-86.31999969,Mostly Cloudy,74.5,23.6,44%,9.8,10,"March 24, 5:37 PM CDT"
36081,"Troy, AL",31.89999962,-85.90000153,Partly Cloudy,57,14,40%,18,10,"March 21, 12:53 PM CDT"
36081,"Troy, AL",31.89999962,-85.90000153,Clear,44,7,65%,7,10,"March 22, 12:53 AM CDT"
36081,"Troy, AL",31.89999962,-85.90000153,Clear,40,4,89%,0,10,"March 22, 11:53 PM CDT"
36081,"Troy, AL",31.89999962,-85.90000153,Clear,78,26,37%,17,10,"March 24, 4:53 PM CDT"
36082,"Troy, AL",31.79999924,-85.95999908,Partly Cloudy,57,14,40%,18,10,"March 21, 12:53 PM CDT"
36082,"Troy, AL",31.79999924,-85.95999908,Clear,44,7,65%,7,10,"March 22, 12:53 AM CDT"
36082,"Troy, AL",31.79999924,-85.95999908,Clear,40,4,89%,0,10,"March 22, 11:53 PM CDT"
36082,"Troy, AL",31.79999924,-85.95999908,Clear,78,26,37%,17,10,"March 24, 4:53 PM CDT"
36083,"Tuskegee, AL",32.41999817,-85.69000244,Partly Cloudy,63.1,17.3,43%,4,10,"March 21, 12:59 PM CDT"
36083,"Tuskegee, AL",32.41999817,-85.69000244,Clear,42.6,5.9,72%,0,10,"March 22, 1:31 AM CDT"
36083,"Tuskegee, AL",32.41999817,-85.69000244,Clear,47.3,8.5,66%,0,10,"March 23, 12:02 AM CDT"
36083,"Tuskegee, AL",32.41999817,-85.69000244,Partly Cloudy,78.1,25.6,46%,4,10,"March 24, 5:37 PM CDT"
36087,"Tuskegee Institute, AL",32.41999817,-85.68000031,Partly Cloudy,64.4,18,43%,2.7,10,"March 21, 1:16 PM CDT"
36087,"Tuskegee Institute, AL",32.41999817,-85.68000031,Clear,42.6,5.9,72%,0,10,"March 22, 1:32 AM CDT"
36087,"Tuskegee Institute, AL",32.41999817,-85.68000031,Clear,47.3,8.5,66%,0,10,"March 23, 12:02 AM CDT"
36087,"Tuskegee Institute, AL",32.41999817,-85.68000031,Partly Cloudy,78.1,25.6,47%,4,10,"March 24, 5:38 PM CDT"
36088,"Tuskegee Institute, AL",32.41999817,-85.72000122,Partly Cloudy,63.9,17.7,41%,2.7,10,"March 21, 1:18 PM CDT"
36088,"Tuskegee Institute, AL",32.41999817,-85.72000122,Clear,42.6,5.9,72%,0,10,"March 22, 1:32 AM CDT"
36088,"Tuskegee Institute, AL",32.41999817,-85.72000122,Clear,47.3,8.5,67%,0,10,"March 23, 12:03 AM CDT"
36088,"Tuskegee Institute, AL",32.41999817,-85.72000122,Partly Cloudy,78.1,25.6,47%,4,10,"March 24, 5:38 PM CDT"
36089,"Union Springs, AL",32.13999939,-85.70999908,Partly Cloudy,55,12.8,52%,2,10,"March 21, 1:06 PM CDT"
36089,"Union Springs, AL",32.13999939,-85.70999908,Clear,43,6.1,71%,0,10,"March 22, 1:07 AM CDT"
36089,"Union Springs, AL",32.13999939,-85.70999908,Clear,40.5,4.7,87%,0,10,"March 23, 12:03 AM CDT"
36089,"Union Springs, AL",32.13999939,-85.70999908,Partly Cloudy,78,25.6,44%,7,10,"March 24, 5:35 PM CDT"
36091,"Verbena, AL",32.75,-86.51000214,Overcast,56.3,13.5,48%,1.9,10,"March 21, 2:02 PM CDT"
36091,"Verbena, AL",32.75,-86.51000214,Clear,41.5,5.3,79%,0.6,10,"March 22, 1:30 AM CDT"
36091,"Verbena, AL",32.75,-86.51000214,Clear,44.6,7,74%,0,10,"March 22, 11:50 PM CDT"
36091,"Verbena, AL",32.75,-86.51000214,Mostly Cloudy,76.3,24.6,54%,1.2,10,"March 24, 5:28 PM CDT"
36092,"Wetumpka, AL",32.56000137,-86.19000244,Mostly Cloudy,58.5,14.7,46%,6,10,"March 21, 2:12 PM CDT"
36092,"Wetumpka, AL",32.56000137,-86.19000244,Clear,38.8,3.8,86%,0,10,"March 22, 1:33 AM CDT"
36092,"Wetumpka, AL",32.56000137,-86.19000244,Clear,38.7,3.7,92%,0,10,"March 23, 12:04 AM CDT"
36092,"Wetumpka, AL",32.56000137,-86.19000244,Mostly Cloudy,75.9,24.4,61%,8,10,"March 24, 5:39 PM CDT"
36093,"Wetumpka, AL",32.5,-86.12000275,Mostly Cloudy,60.5,15.8,98%,10,10,"March 21, 2:12 PM CDT"
36093,"Wetumpka, AL",32.5,-86.12000275,Clear,40.7,4.8,98%,2,10,"March 22, 1:33 AM CDT"
36093,"Wetumpka, AL",32.5,-86.12000275,Clear,45,7.2,98%,1,10,"March 23, 12:03 AM CDT"
36093,"Wetumpka, AL",32.5,-86.12000275,Partly Cloudy,76,24.4,98%,7,10,"March 24, 5:38 PM CDT"
36101,"Montgomery, AL",32.36999893,-86.30000305,Partly Cloudy,57.8,14.3,41%,6,10,"March 21, 5:45 PM CDT"
36101,"Montgomery, AL",32.36999893,-86.30000305,Clear,44.6,7,66%,2,10,"March 22, 1:33 AM CDT"
36101,"Montgomery, AL",32.36999893,-86.30000305,Clear,46.7,8.2,70%,0,10,"March 23, 12:04 AM CDT"
36101,"Montgomery, AL",32.36999893,-86.30000305,Partly Cloudy,78.5,25.8,48%,7,10,"March 24, 5:39 PM CDT"
36102,"Montgomery, AL",32.36999893,-86.30000305,Partly Cloudy,57.8,14.3,41%,7,10,"March 21, 5:45 PM CDT"
36102,"Montgomery, AL",32.36999893,-86.30000305,Clear,44.6,7,66%,2,10,"March 22, 1:33 AM CDT"
36102,"Montgomery, AL",32.36999893,-86.30000305,Clear,46.7,8.2,70%,0,10,"March 23, 12:04 AM CDT"
36102,"Montgomery, AL",32.36999893,-86.30000305,Partly Cloudy,78.4,25.8,49%,2,10,"March 24, 5:40 PM CDT"
36103,"Montgomery, AL",32.36999893,-86.30000305,Partly Cloudy,54.9,12.7,46%,9,10,"March 21, 6:56 PM CDT"
36103,"Montgomery, AL",32.36999893,-86.30000305,Clear,44.6,7,66%,2,10,"March 22, 1:33 AM CDT"
36103,"Montgomery, AL",32.36999893,-86.30000305,Clear,46.7,8.2,70%,0,10,"March 23, 12:04 AM CDT"
36103,"Montgomery, AL",32.36999893,-86.30000305,Partly Cloudy,78.4,25.8,49%,2,10,"March 24, 5:40 PM CDT"
36104,"Montgomery, AL",32.38000107,-86.30999756,Mostly Cloudy,55,12.8,45%,5,10,"March 21, 6:53 PM CDT"
36104,"Montgomery, AL",32.38000107,-86.30999756,Clear,44.6,7,66%,3,10,"March 22, 1:34 AM CDT"
36104,"Montgomery, AL",32.38000107,-86.30999756,Clear,46.7,8.2,70%,0,10,"March 23, 12:04 AM CDT"
36104,"Montgomery, AL",32.38000107,-86.30999756,Mostly Cloudy,78.4,25.8,49%,2,10,"March 24, 5:40 PM CDT"
36105,"Montgomery, AL",32.33000183,-86.30999756,Clear,55,12.8,42%,4.9,10,"March 21, 6:52 PM CDT"
36105,"Montgomery, AL",32.33000183,-86.30999756,Clear,45.3,7.4,61%,0,10,"March 22, 1:18 AM CDT"
36105,"Montgomery, AL",32.33000183,-86.30999756,Clear,48.3,9.1,66%,0,10,"March 22, 11:54 PM CDT"
36105,"Montgomery, AL",32.33000183,-86.30999756,Partly Cloudy,77.5,25.3,48%,3,10,"March 24, 5:29 PM CDT"
36106,"Montgomery, AL",32.34999847,-86.26000214,Clear,56.5,13.6,46%,0,10,"March 21, 6:51 PM CDT"
36106,"Montgomery, AL",32.34999847,-86.26000214,Clear,46.9,8.3,61%,0,10,"March 22, 1:34 AM CDT"
36106,"Montgomery, AL",32.34999847,-86.26000214,Clear,49.6,9.8,60%,0,10,"March 23, 12:05 AM CDT"
36106,"Montgomery, AL",32.34999847,-86.26000214,Partly Cloudy,79.3,26.3,48%,0,10,"March 24, 5:40 PM CDT"
36107,"Montgomery, AL",32.38000107,-86.27999878,Clear,54.3,12.4,44%,2,10,"March 21, 6:51 PM CDT"
36107,"Montgomery, AL",32.38000107,-86.27999878,Clear,44.8,7.1,62%,0.7,10,"March 22, 1:34 AM CDT"
36107,"Montgomery, AL",32.38000107,-86.27999878,Clear,46.4,8,63%,0,10,"March 23, 12:05 AM CDT"
36107,"Montgomery, AL",32.38000107,-86.27999878,Partly Cloudy,77.2,25.1,47%,7.6,10,"March 24, 5:40 PM CDT"
36108,"Montgomery, AL",32.34999847,-86.34999847,Mostly Cloudy,55,12.8,50%,3,10,"March 21, 6:53 PM CDT"
36108,"Montgomery, AL",32.34999847,-86.34999847,Clear,42.7,5.9,75%,2,10,"March 22, 1:34 AM CDT"
36108,"Montgomery, AL",32.34999847,-86.34999847,Clear,42.3,5.7,90%,0,10,"March 23, 12:05 AM CDT"
36108,"Montgomery, AL",32.34999847,-86.34999847,Mostly Cloudy,78.3,25.7,50%,6,10,"March 24, 5:41 PM CDT"
36109,"Montgomery, AL",32.38000107,-86.23999786,Clear,53.8,12.1,51%,0,10,"March 21, 6:50 PM CDT"
36109,"Montgomery, AL",32.38000107,-86.23999786,Clear,42.8,6,72%,0,10,"March 22, 1:35 AM CDT"
36109,"Montgomery, AL",32.38000107,-86.23999786,Clear,43,6.1,74%,0,10,"March 23, 12:06 AM CDT"
36109,"Montgomery, AL",32.38000107,-86.23999786,Partly Cloudy,77.4,25.2,52%,2,10,"March 24, 5:41 PM CDT"
36110,"Montgomery, AL",32.41999817,-86.27999878,Partly Cloudy,54.7,12.6,46%,5,10,"March 21, 6:49 PM CDT"
36110,"Montgomery, AL",32.41999817,-86.27999878,Clear,43.6,6.4,69%,0,10,"March 22, 1:35 AM CDT"
36110,"Montgomery, AL",32.41999817,-86.27999878,Clear,43.9,6.6,75%,0,10,"March 23, 12:06 AM CDT"
36110,"Montgomery, AL",32.41999817,-86.27999878,Partly Cloudy,77.4,25.2,50%,4,10,"March 24, 5:41 PM CDT"
36111,"Montgomery, AL",32.34000015,-86.26999664,Clear,55.2,12.9,43%,4.5,10,"March 21, 6:49 PM CDT"
36111,"Montgomery, AL",32.34000015,-86.26999664,Clear,45.3,7.4,61%,0,10,"March 22, 1:18 AM CDT"
36111,"Montgomery, AL",32.34000015,-86.26999664,Clear,49.6,9.8,60%,0,10,"March 23, 12:06 AM CDT"
36111,"Montgomery, AL",32.34000015,-86.26999664,Partly Cloudy,77.5,25.3,48%,3,10,"March 24, 5:29 PM CDT"
36112,"Montgomery, AL",32.38000107,-86.34999847,Mostly Cloudy,56,13,39%,17,10,"March 21, 5:56 PM CDT"
36112,"Montgomery, AL",32.38000107,-86.34999847,Clear,43,6,65%,7,10,"March 22, 12:56 AM CDT"
36112,"Montgomery, AL",32.38000107,-86.34999847,Clear,43,6,86%,0,10,"March 22, 11:56 PM CDT"
36112,"Montgomery, AL",32.38000107,-86.34999847,Mostly Cloudy,79,26,43%,14,10,"March 24, 4:56 PM CDT"
36113,"Montgomery, AL",32.38000107,-86.34999847,Mostly Cloudy,56,13,39%,17,10,"March 21, 5:56 PM CDT"
36113,"Montgomery, AL",32.38000107,-86.34999847,Clear,43,6,65%,7,10,"March 22, 12:56 AM CDT"
36113,"Montgomery, AL",32.38000107,-86.34999847,Clear,43,6,86%,0,10,"March 22, 11:56 PM CDT"
36113,"Montgomery, AL",32.38000107,-86.34999847,Mostly Cloudy,79,26,43%,14,10,"March 24, 4:56 PM CDT"
36114,"Montgomery, AL",32.40999985,-86.25,Clear,54.4,12.4,46%,2,10,"March 21, 6:56 PM CDT"
36114,"Montgomery, AL",32.40999985,-86.25,Clear,43.6,6.4,70%,0,10,"March 22, 1:36 AM CDT"
36114,"Montgomery, AL",32.40999985,-86.25,Clear,43.9,6.6,75%,0,10,"March 23, 12:06 AM CDT"
36114,"Montgomery, AL",32.40999985,-86.25,Partly Cloudy,77.4,25.2,50%,3,10,"March 24, 5:42 PM CDT"
36115,"Montgomery, AL",32.40000153,-86.25,Clear,54.4,12.4,46%,2,10,"March 21, 6:57 PM CDT"
36115,"Montgomery, AL",32.40000153,-86.25,Clear,43.6,6.4,70%,0,10,"March 22, 1:36 AM CDT"
36115,"Montgomery, AL",32.40000153,-86.25,Clear,43.9,6.6,75%,0,10,"March 23, 12:06 AM CDT"
36115,"Montgomery, AL",32.40000153,-86.25,Partly Cloudy,77.4,25.2,50%,3,10,"March 24, 5:42 PM CDT"
36116,"Montgomery, AL",32.31000137,-86.23999786,Clear,54.3,12.4,56%,9.8,10,"March 21, 6:57 PM CDT"
36116,"Montgomery, AL",32.31000137,-86.23999786,Clear,44.8,7.1,69%,3.8,10,"March 22, 1:36 AM CDT"
36116,"Montgomery, AL",32.31000137,-86.23999786,Clear,43.9,6.6,74%,0,10,"March 23, 12:07 AM CDT"
36116,"Montgomery, AL",32.31000137,-86.23999786,Partly Cloudy,77.2,25.1,58%,9.4,10,"March 24, 5:42 PM CDT"
36117,"Montgomery, AL",32.36999893,-86.18000031,Clear,53.2,11.8,45%,0.2,10,"March 21, 7:07 PM CDT"
36117,"Montgomery, AL",32.36999893,-86.18000031,Clear,42.6,5.9,67%,0,10,"March 22, 1:36 AM CDT"
36117,"Montgomery, AL",32.36999893,-86.18000031,Clear,42.3,5.7,79%,0,10,"March 23, 12:07 AM CDT"
36117,"Montgomery, AL",32.36999893,-86.18000031,Partly Cloudy,77.5,25.3,44%,3.4,10,"March 24, 5:43 PM CDT"
36118,"Montgomery, AL",32.40999985,-86.25,Clear,54,12.2,49%,1,10,"March 21, 7:05 PM CDT"
36118,"Montgomery, AL",32.40999985,-86.25,Clear,43.6,6.4,70%,0,10,"March 22, 1:36 AM CDT"
36118,"Montgomery, AL",32.40999985,-86.25,Clear,43.9,6.6,75%,0,10,"March 23, 12:07 AM CDT"
36118,"Montgomery, AL",32.40999985,-86.25,Partly Cloudy,77.4,25.2,50%,3,10,"March 24, 5:42 PM CDT"
36119,"Montgomery, AL",32.36999893,-86.30000305,Clear,54.4,12.4,48%,3,10,"March 21, 7:05 PM CDT"
36119,"Montgomery, AL",32.36999893,-86.30000305,Clear,44.6,7,66%,4,10,"March 22, 1:36 AM CDT"
36119,"Montgomery, AL",32.36999893,-86.30000305,Clear,46.5,8.1,70%,0,10,"March 23, 12:08 AM CDT"
